inst_index,actual_class,predicted_class,proba_Spare_Time/TV,proba_Grooming,proba_Toileting,proba_Sleeping,proba_Breakfast,proba_Showering,proba_Snack,proba_Lunch,proba_Leaving,proba_Dinner
1.0,0.0,0.0,0.991138381618,0.0073274656486,0.0,5.45029245601e-249,1.89077180009e-05,0.0,0.0,0.0,0.00151524501494,0.0
2.0,2.0,2.0,0.1579926951,0.293754559229,0.512385791319,5.21764453248e-305,0.0,0.035866954352,0.0,0.0,0.0,1.65432431418e-257
3.0,0.0,0.0,0.955229965481,0.0324104090064,0.0,1.0553422121e-211,0.000462661198779,0.0,0.0,0.0,0.0118969643133,0.0
4.0,7.0,7.0,0.140806388777,0.0,0.0,0.0,0.181045493182,0.0,0.272216893359,0.405931224682,0.0,0.0
5.0,1.0,1.0,0.031267489951,0.828191330524,0.062719608201,5.01744690269e-138,0.0396013850768,0.00844693023789,0.0,3.063843471e-290,0.0297732560091,5.23558055386e-177
6.0,0.0,0.0,0.991715242121,1.16920960228e-06,0.0,0.0,6.98843624771e-10,0.0,0.0,0.0,0.00828358797039,0.0
7.0,5.0,1.0,0.0488038916774,0.58903100098,0.294838665058,0.0,0.0218843713648,0.0330388591792,0.0,1.51269312841e-290,0.0124032117404,7.56084139943e-195
8.0,4.0,4.0,0.0326411859371,0.0,0.0,0.0,0.896027993112,0.0,8.07316629951e-12,0.0713308209426,0.0,0.0
9.0,1.0,1.0,0.0755630930857,0.790795270324,0.0451656203956,7.13550169411e-228,0.0314726942065,0.0101805274712,0.0,7.7759379317e-290,0.0468227945171,1.43660517857e-186
10.0,2.0,2.0,0.173037167048,0.329888119558,0.464773161261,1.31444197439e-286,0.0,0.0323015521334,0.0,0.0,0.0,1.28514244102e-255
11.0,2.0,2.0,0.117100465717,0.151710706526,0.686693196399,0.0,0.0,0.0444956313582,0.0,0.0,0.0,1.2239513733e-266
12.0,2.0,1.0,0.0273772440948,0.721937632514,0.196035566911,1.3877303971e-245,0.0207110770808,0.0293710148888,0.0,9.17900518713e-291,0.00456746451069,1.05281794806e-187
13.0,0.0,0.0,0.998093573531,0.00170628302871,0.0,0.0,1.87061220483e-06,0.0,0.0,0.0,0.00019827282769,0.0
14.0,6.0,7.0,0.105029743995,0.0,0.0,0.0,0.212942581181,0.0,0.226347665019,0.455680009805,0.0,0.0
15.0,7.0,4.0,0.214560180518,0.0,0.0,0.0,0.524892284399,0.0,6.55526445673e-06,0.260540979818,0.0,0.0
16.0,1.0,1.0,0.0815148238964,0.734288182898,0.0967664478308,7.06343957279e-271,0.0300682720255,0.0165274177311,0.0,5.5737285043e-290,0.0408348556187,4.43112201592e-191
17.0,7.0,6.0,0.0492901807718,0.0,0.0,0.0,0.138257108182,0.0,0.469421445382,0.343031265664,0.0,0.0
18.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,6.0,7.0,0.0693641940664,0.0,0.0,0.0,0.17693202572,0.0,0.344800765628,0.408903014586,0.0,0.0
20.0,8.0,8.0,0.0525198262701,0.0145396201378,0.0,0.0,0.0,0.0,0.0,0.0,0.932940553592,0.0
21.0,0.0,0.0,0.999412546622,0.000545016147627,0.0,4.82786808055e-291,6.75885311845e-08,0.0,0.0,0.0,4.23696420941e-05,0.0
22.0,7.0,4.0,0.096398580701,0.0,0.0,0.0,0.792487071621,0.0,0.0,0.111114347678,0.0,0.0
23.0,0.0,0.0,0.997931470043,1.77851752522e-10,0.0,5.3599389158e-231,3.65622404637e-16,0.0,0.0,0.0,0.00206852977906,0.0
24.0,1.0,1.0,0.0179799861542,0.849593973116,0.0877080061225,3.58967754301e-155,0.0246798480624,0.015628376679,0.0,9.82546880505e-291,0.00440980986623,4.05522024566e-178
25.0,4.0,4.0,0.1067930203,0.0,0.0,0.0,0.62800328274,0.0,2.30252966534e-06,0.26520139443,0.0,0.0
26.0,2.0,2.0,0.191419570578,0.295976654402,0.481685381406,5.18686990154e-302,0.0,0.0309183936139,0.0,0.0,0.0,2.1622818952e-257
27.0,6.0,7.0,0.0509995630206,0.0,0.0,0.0,0.172308906131,0.0,0.373494959161,0.403196571687,0.0,0.0
28.0,8.0,8.0,0.0566591591153,0.0367843703555,0.0,0.0,0.0,0.0,0.0,0.0,0.906556470529,0.0
