inst_index,actual_class,predicted_class,proba_Spare_Time/TV,proba_Grooming,proba_Toileting,proba_Sleeping,proba_Breakfast,proba_Showering,proba_Snack,proba_Lunch,proba_Leaving,proba_Dinner
1.0,0.0,0.0,0.616792287733,0.0413415845059,0.0402174303136,0.0185199946673,0.0808132646636,0.0272080150908,0.01992565252,0.108937623975,0.0334287835275,0.0128153630032
2.0,2.0,7.0,0.136145271404,0.203853161533,0.0944274105232,0.0281927944205,0.147883503524,0.0484875186876,0.0335608801327,0.225478499071,0.0584654572791,0.0235055034246
3.0,0.0,0.0,0.613877093248,0.0420304888318,0.0405658919534,0.0186320647262,0.0812512591348,0.027398540768,0.0200594526795,0.109632277067,0.0336399862187,0.0129129453727
4.0,7.0,7.0,0.134516698226,0.0635251451641,0.0627463338117,0.0262675621745,0.244645363895,0.0401500760014,0.0333085360168,0.316510409839,0.0582102130947,0.0201196617765
5.0,1.0,1.0,0.0853382794915,0.265656712279,0.104046036188,0.0298734418289,0.133202516258,0.051984599642,0.0352881701089,0.209123674817,0.0594241181785,0.0260624512077
6.0,0.0,0.0,0.619279562115,0.0383617149496,0.039006666377,0.0180641971724,0.0829193913497,0.0264926655688,0.0195091363957,0.1108940037,0.0330604369574,0.0124122254145
7.0,5.0,1.0,0.0945484063838,0.255042486997,0.102415802153,0.0296367693683,0.135468963309,0.05143647802,0.0350242322451,0.211438546573,0.0593149035113,0.0256734114391
8.0,4.0,7.0,0.12084180503,0.0750967398628,0.0671710067524,0.0274534615302,0.238555491956,0.0422479436108,0.0346463064317,0.312792976319,0.0598269337283,0.0213673347793
9.0,1.0,1.0,0.0893404766055,0.260279479341,0.103242081909,0.0297532475489,0.134604176371,0.0517096462532,0.0351639850104,0.21064131219,0.0594004944726,0.0258651002989
10.0,2.0,7.0,0.13389464304,0.205538972667,0.0947457063575,0.0282378696786,0.147777490283,0.0485948566619,0.0336187310067,0.225488040953,0.0585347510772,0.0235689382762
11.0,2.0,7.0,0.145738772225,0.196136016185,0.0929636618918,0.0279770674216,0.148687390462,0.0479852822412,0.0332974174837,0.22584199879,0.0581637903277,0.0232086029721
12.0,2.0,1.0,0.092540008922,0.259002198974,0.102982162499,0.0297227828201,0.13407502467,0.0516331742591,0.0350973330012,0.2098435293,0.0592909850736,0.0258128004807
13.0,0.0,0.0,0.624146156664,0.0384753734204,0.0388896091689,0.0180489869481,0.0809261145175,0.0264448467859,0.0194287243778,0.108443104039,0.0327920736362,0.0124050104416
14.0,6.0,7.0,0.128283567863,0.0663566111044,0.0639269718818,0.026558029614,0.244360712842,0.0406904290758,0.0336781217359,0.316971509854,0.0587413490672,0.0204326969615
15.0,7.0,7.0,0.139299405622,0.0635773397427,0.0626748755135,0.0263002038835,0.242429349024,0.0401564412429,0.0332736645374,0.314123080191,0.0580306448937,0.0201349953487
16.0,1.0,1.0,0.091532254394,0.257590885776,0.102832981152,0.0296935920236,0.13523301906,0.0515716618305,0.0350997212994,0.211299665604,0.0593788783829,0.0257673404773
17.0,7.0,7.0,0.122346764455,0.0689686954758,0.0649897878692,0.0268092184345,0.244262571458,0.0411661310049,0.0340051458856,0.317520304585,0.0592223030833,0.0207090777488
18.0,3.0,0.0,0.374439771933,0.078656620992,0.058931955706,0.022514054582,0.141291154804,0.0354091629289,0.0262992470159,0.200134218055,0.0456331179846,0.0166906959987
