inst_index,actual_class,predicted_class,proba_Spare_Time/TV,proba_Grooming,proba_Toileting,proba_Sleeping,proba_Breakfast,proba_Showering,proba_Snack,proba_Lunch,proba_Leaving,proba_Dinner
1.0,0.0,0.0,0.999869505371,8.4860662067e-05,1.47416336075e-05,3.88634371291e-76,3.07447960675e-05,2.5441278403e-09,2.02474297992e-77,1.44992974534e-07,1.66562463211e-14,3.71970430791e-222
2.0,2.0,2.0,0.00868159748609,0.0807878247953,0.910427158173,4.20955848348e-77,3.5032396014e-05,6.28292031529e-05,6.097707099e-77,5.55754484799e-06,4.01499741565e-10,3.6287240421e-222
3.0,0.0,0.0,0.99939418925,0.000472092160233,1.09657904685e-05,7.01330452846e-76,0.000117360421664,1.36279841109e-06,8.99261589118e-78,4.01619293425e-06,1.33863581787e-08,1.05604666965e-221
4.0,7.0,6.0,0.000419768099804,1.61158737073e-05,3.26876699707e-05,9.06002798696e-13,0.043642955418,0.000110314114157,0.765246762585,0.190206091264,0.000325304974296,1.11843383164e-222
5.0,1.0,1.0,0.000422823030846,0.943580996141,0.00349174497518,2.83705960512e-16,0.000209679629954,0.0503348274794,0.000423302874404,0.000129341964344,0.00140728390526,5.29461262282e-222
6.0,0.0,0.0,0.99948426795,0.000123260338623,3.15455962766e-05,6.93476872158e-39,6.67094696291e-05,7.67748715244e-05,1.08826850043e-07,1.68820063715e-05,0.00020045094038,2.20374517529e-222
7.0,5.0,1.0,0.00240964791488,0.805002601909,0.0923567363367,8.13051604293e-12,0.000287393057748,0.0945683401319,0.00412509828247,0.000347496303766,0.000902686055673,1.85789828488e-222
8.0,4.0,4.0,0.0337371885183,0.000172867439254,0.00023876202562,1.19481433236e-73,0.965773705158,1.13006311267e-13,3.79398245109e-72,7.7476858486e-05,3.56504689814e-73,2.24175277496e-218
9.0,1.0,1.0,0.001353253262,0.924030363017,0.0183051078277,3.85820266643e-33,0.000218205627375,0.0551461384326,2.73588734744e-06,0.000167110448819,0.00077708549722,1.32699971703e-222
10.0,2.0,2.0,0.00996221731438,0.122452615377,0.867399804285,6.00148619488e-77,4.68469377345e-05,0.000130029520475,6.13919262044e-77,8.48481490125e-06,1.75129087093e-09,4.35995954513e-222
11.0,2.0,2.0,0.00353324358755,0.0158798734443,0.98055477642,9.73110830975e-78,1.43285860904e-05,1.55165215481e-05,3.99185661408e-77,2.26140936541e-06,3.14044897638e-11,4.87562342675e-222
12.0,2.0,1.0,0.0016994780959,0.891501333791,0.0508031627419,2.80886616701e-08,0.000214421922114,0.0551405540314,1.42242768182e-77,0.000244970630451,0.000396050698202,8.91603798386e-223
13.0,0.0,0.0,0.999853111999,1.1109916354e-05,0.000115171983115,9.87903494871e-77,2.05523020331e-05,1.49905588624e-10,7.05183391659e-77,5.36493919114e-08,1.39948830619e-17,3.07055845209e-221
14.0,6.0,6.0,0.00110949830732,6.45354062278e-05,3.89707932576e-05,1.55747669627e-09,0.0882172467793,0.00024339603273,0.559767113331,0.349521658604,0.00103757918864,5.87314850125e-223
