inst_index,actual_class,predicted_class,proba_Spare_Time/TV,proba_Grooming,proba_Toileting,proba_Sleeping,proba_Breakfast,proba_Showering,proba_Snack,proba_Lunch,proba_Leaving,proba_Dinner
1.0,0.0,0.0,0.703625977013,0.188540383526,0.0290338721501,0.001933244343,0.0357283602022,0.00038523149693,0.014575633904,0.000105525854613,0.0259936945239,7.80769861599e-05
2.0,0.0,0.0,0.703625977013,0.188540383526,0.0290338721501,0.001933244343,0.0357283602022,0.00038523149693,0.014575633904,0.000105525854613,0.0259936945239,7.80769861599e-05
3.0,0.0,0.0,0.51699952467,0.143845258007,0.0236580225336,0.00024504494915,0.219774407858,0.00219732000318,0.079032310546,0.00032410451923,0.0134786639838,0.000445342929757
4.0,0.0,0.0,0.51699952467,0.143845258007,0.0236580225336,0.00024504494915,0.219774407858,0.00219732000318,0.079032310546,0.00032410451923,0.0134786639838,0.000445342929757
5.0,0.0,0.0,0.703625977013,0.188540383526,0.0290338721501,0.001933244343,0.0357283602022,0.00038523149693,0.014575633904,0.000105525854613,0.0259936945239,7.80769861599e-05
6.0,0.0,0.0,0.998977612709,0.000395472868976,2.49701206228e-05,0.000452439823712,7.41026709665e-05,1.09023781042e-05,7.77682779679e-06,1.09878248598e-07,3.00056753224e-05,2.66070468107e-05
7.0,0.0,0.0,0.703625977013,0.188540383526,0.0290338721501,0.001933244343,0.0357283602022,0.00038523149693,0.014575633904,0.000105525854613,0.0259936945239,7.80769861599e-05
8.0,6.0,0.0,0.51699952467,0.143845258007,0.0236580225336,0.00024504494915,0.219774407858,0.00219732000318,0.079032310546,0.00032410451923,0.0134786639838,0.000445342929757
9.0,6.0,4.0,0.000615594556464,1.52742182484e-05,9.27017141328e-06,2.7796212395e-06,0.931438075677,2.83325982905e-05,0.0644563750465,0.000113933067006,0.000900284153405,0.00242008089081
10.0,6.0,0.0,0.51699952467,0.143845258007,0.0236580225336,0.00024504494915,0.219774407858,0.00219732000318,0.079032310546,0.00032410451923,0.0134786639838,0.000445342929757
11.0,6.0,0.0,0.703625977013,0.188540383526,0.0290338721501,0.001933244343,0.0357283602022,0.00038523149693,0.014575633904,0.000105525854613,0.0259936945239,7.80769861599e-05
12.0,0.0,0.0,0.703625977013,0.188540383526,0.0290338721501,0.001933244343,0.0357283602022,0.00038523149693,0.014575633904,0.000105525854613,0.0259936945239,7.80769861599e-05
13.0,0.0,0.0,0.703625977013,0.188540383526,0.0290338721501,0.001933244343,0.0357283602022,0.00038523149693,0.014575633904,0.000105525854613,0.0259936945239,7.80769861599e-05
14.0,0.0,0.0,0.998977612709,0.000395472868976,2.49701206228e-05,0.000452439823712,7.41026709665e-05,1.09023781042e-05,7.77682779679e-06,1.09878248598e-07,3.00056753224e-05,2.66070468107e-05
15.0,0.0,0.0,0.703625977013,0.188540383526,0.0290338721501,0.001933244343,0.0357283602022,0.00038523149693,0.014575633904,0.000105525854613,0.0259936945239,7.80769861599e-05
16.0,2.0,2.0,1.76343142726e-05,0.0240859821764,0.975836451283,6.76822774301e-06,3.34843208504e-05,1.60809719316e-05,1.35127461399e-07,1.66877369287e-09,3.55390957689e-08,3.42637043404e-06
17.0,2.0,1.0,0.000438291331612,0.989278485788,0.00955747713934,5.08451833773e-05,0.000107021434312,0.000505607465781,4.19788841277e-05,1.25519552144e-07,9.97462848804e-06,1.01926255186e-05
18.0,2.0,0.0,0.703625977013,0.188540383526,0.0290338721501,0.001933244343,0.0357283602022,0.00038523149693,0.014575633904,0.000105525854613,0.0259936945239,7.80769861599e-05
19.0,1.0,0.0,0.703625977013,0.188540383526,0.0290338721501,0.001933244343,0.0357283602022,0.00038523149693,0.014575633904,0.000105525854613,0.0259936945239,7.80769861599e-05
20.0,2.0,2.0,1.76343142726e-05,0.0240859821764,0.975836451283,6.76822774301e-06,3.34843208504e-05,1.60809719316e-05,1.35127461399e-07,1.66877369287e-09,3.55390957689e-08,3.42637043404e-06
