inst_index,actual_class,predicted_class,proba_Spare_Time/TV,proba_Grooming,proba_Toileting,proba_Sleeping,proba_Breakfast,proba_Showering,proba_Snack,proba_Lunch,proba_Leaving,proba_Dinner
1.0,0.0,0.0,0.696162917195,0.075677404067,0.0366960403169,0.00380138502686,0.0327677587773,0.0157655827492,0.0351870769469,0.00285433323249,0.099388382025,0.00169911966308
2.0,0.0,0.0,0.692944825641,0.0756227625488,0.0364785539525,0.00381991420637,0.032818294147,0.0168218762766,0.0352907046853,0.00281505609762,0.101623100069,0.00176491237585
3.0,0.0,0.0,0.449097896217,0.0514959703322,0.0265437035126,0.000806505330628,0.175342994909,0.067144335282,0.167055883246,0.00751294547471,0.0478777379932,0.00712202770258
4.0,0.0,0.0,0.460699898986,0.0521144408296,0.0273296973324,0.000801218574111,0.176799945779,0.0559686961895,0.16679311656,0.00778433636084,0.0453142676792,0.00639438170918
5.0,0.0,0.0,0.696235093017,0.0756389872311,0.0366966937005,0.0037972257665,0.0327852721983,0.015771921024,0.0351396421716,0.00283784754576,0.0994010811066,0.00169623623869
6.0,0.0,0.0,0.99693674367,0.000290916713723,0.00013530165345,0.00185577886248,0.000239630368462,0.000113661818504,6.16851610959e-05,9.76942186552e-06,0.00030887780056,4.76345300472e-05
7.0,0.0,0.0,0.697222042382,0.0768226139125,0.0370250999525,0.00391152119277,0.0327795173165,0.0129331221797,0.0349792298335,0.00274032845917,0.10043404824,0.00115247653116
8.0,6.0,0.0,0.460810807276,0.0520951153347,0.027333932582,0.000800451021903,0.176918807613,0.0559988095447,0.166591012068,0.0077404089279,0.0453262604475,0.00638439518399
9.0,6.0,4.0,0.000747113599239,2.42279307159e-05,4.61753788258e-05,2.40229395124e-05,0.815554647109,0.00213040818945,0.148894122723,0.00297468166389,0.00658200613577,0.0230225943301
10.0,6.0,0.0,0.469407342994,0.0543441327027,0.0281868231863,0.000855095148381,0.179631156452,0.041284585936,0.168459129406,0.00750592787128,0.0468402716758,0.00348553462812
11.0,6.0,0.0,0.696307168182,0.0756005655369,0.0366973455494,0.00379306767523,0.0328028129437,0.0157782421115,0.035092248431,0.00282144630649,0.0994137484819,0.00169335478168
12.0,0.0,0.0,0.696451017387,0.0755237077897,0.0366986446943,0.00378475502983,0.0328379765897,0.0157908326558,0.0349975841295,0.00278889572255,0.0994389882034,0.00168759779853
13.0,0.0,0.0,0.696522791848,0.0754852718435,0.0366992920159,0.00378060049056,0.0328555995811,0.0157971020784,0.0349503136056,0.00277274565671,0.0994515605939,0.00168472228671
14.0,0.0,0.0,0.997843654932,0.000316368991594,0.000352526367228,0.00143471307442,4.62770694802e-05,2.8424270806e-76,4.10567979838e-06,1.68995263732e-06,6.63933185674e-07,2.82279804934e-76
15.0,0.0,0.0,0.696666041535,0.0754083860725,0.0367005822204,0.00377229501587,0.0328909281282,0.0158095891393,0.0348558959023,0.0027406941828,0.0994766105455,0.00167897725818
16.0,2.0,2.0,0.000127163083648,0.0264457047566,0.961673401028,0.00057206218,0.000190071414021,0.0101497750727,8.10375019601e-06,4.61039911516e-06,1.87881873309e-05,0.00081032012851
17.0,2.0,1.0,0.00130446958339,0.959677220966,0.0340705018845,0.000538248347726,0.000522998570975,0.00329630646383,0.000329125788742,1.63353039935e-05,0.000222458008921,2.23350819435e-05
18.0,2.0,0.0,0.702913497208,0.0757418092808,0.0371925034386,0.00376016381246,0.0328096242928,0.0132515814522,0.0345310230554,0.00275959762144,0.0956386296839,0.00140157015446
19.0,1.0,0.0,0.693373040798,0.0753921350914,0.0364823826957,0.0037948306809,0.0329240234096,0.0168620350574,0.0350057034355,0.00271868026504,0.101700215698,0.00174695286913
20.0,2.0,2.0,0.000127434502403,0.0265619265502,0.959336816117,0.000577405661075,0.000192380954678,0.0121761425094,8.25281085375e-06,4.64368910657e-06,1.96007646428e-05,0.000995396440309
21.0,2.0,1.0,0.00100597156711,0.839413936681,0.159322309657,0.000238145867667,1.76334487395e-05,4.99136579281e-74,1.49467463205e-06,5.06701499569e-07,1.40242466408e-09,9.16009797248e-76
22.0,1.0,8.0,2.48289097523e-06,3.62514063709e-07,9.58314424301e-07,0.000102674992107,0.000147784577452,0.000352058021827,2.2854496778e-05,1.96947346873e-06,0.998385523691,0.000983331027781
23.0,8.0,8.0,2.56367580614e-06,3.69347682346e-07,9.88204604584e-07,0.000103049833622,0.00015217169792,0.000356272265152,2.31541653731e-05,1.97445000129e-06,0.998298973039,0.00106048332059
24.0,8.0,0.0,0.697164295263,0.0751391456948,0.0367050526487,0.00374326446543,0.0330154497618,0.0158527483446,0.0345267309099,0.00263108759546,0.0995632919705,0.00165893334568
25.0,0.0,0.0,0.994561095089,0.00027525705364,0.000125561918501,0.0017043619538,0.000264270809685,0.00123026626419,7.02915250935e-05,1.05299426514e-05,0.000418096125147,0.00134026931847
26.0,0.0,0.0,0.697657748837,0.0748697008981,0.0367094558602,0.0037142958722,0.0331413393871,0.0158950546189,0.0341995878164,0.00252539264843,0.0996484337506,0.00163899031056
27.0,2.0,2.0,0.000127724419411,0.026876247053,0.952672894758,0.000594744545484,0.000199646009342,0.0181506296811,8.48048002939e-06,4.24872278773e-06,2.23528174033e-05,0.00134303151335
28.0,0.0,0.0,0.697727854388,0.0748311931279,0.036710079647,0.00371016270286,0.0331594362135,0.0159010284153,0.0341530184615,0.00251060576443,0.0996604716032,0.00163614967649
29.0,0.0,0.0,0.994595928266,0.000273915835918,0.000125482478856,0.00168795112262,0.000265223443689,0.00123302210228,6.94760150096e-05,1.00389742288e-05,0.000418178772834,0.00132078298819
30.0,0.0,0.0,0.694913390708,0.0745452329567,0.0364960144221,0.0037032481186,0.0333202974152,0.0170035834806,0.0339734762264,0.00238987761922,0.101973120542,0.00168175851094
31.0,6.0,0.0,0.450411075271,0.0505370210228,0.0265072260007,0.000774746635331,0.178024792637,0.071145484549,0.16087219753,0.00643452400108,0.0477870934081,0.00750583894534
32.0,6.0,4.0,0.000707142771269,2.22246321647e-05,4.28341249689e-05,2.14700317574e-05,0.7972842264,0.00362145850893,0.140257237327,0.00251543915892,0.00662385437516,0.0489041126701
33.0,6.0,0.0,0.450411075271,0.0505370210228,0.0265072260007,0.000774746635331,0.178024792637,0.071145484549,0.16087219753,0.00643452400108,0.0477870934081,0.00750583894534
34.0,8.0,0.0,0.311368361498,0.135377585926,0.0541764792111,0.0664120374793,0.0207584944482,0.216404076943,0.0383485031446,0.000120220940575,0.155737047188,0.00129719322103
35.0,8.0,0.0,0.33265284245,0.143330370819,0.0582056068594,0.0693494455458,0.0218004789101,0.179227640494,0.0398658363505,0.000128602548576,0.154342394439,0.00109678158378
36.0,8.0,0.0,0.698215906206,0.0745615362414,0.0367144111215,0.00368126791348,0.0332869086465,0.0159423530165,0.0338281926808,0.00240923671827,0.0997438626893,0.00161632476611
37.0,8.0,0.0,0.698285246372,0.0745229997885,0.0367150250403,0.00367714551249,0.0333052330738,0.0159481860562,0.0337819548403,0.00239505698876,0.0997556511088,0.00161350121861
38.0,8.0,0.0,0.311417622626,0.135315585811,0.0541805757455,0.0663415739355,0.0207711451755,0.216496004738,0.0382983420877,0.000119520410309,0.155764626047,0.00129500342349
39.0,8.0,0.0,0.33271218723,0.143267620553,0.0582111831298,0.0692772638551,0.0218142049983,0.179307395425,0.0398144942856,0.000127855759431,0.154372842558,0.00109495220515
40.0,8.0,8.0,2.49496961185e-06,3.57542741985e-07,9.59261926524e-07,9.94160420676e-05,0.000150012702509,0.000373198821508,2.22117677232e-05,1.74054941667e-06,0.998301894471,0.00104771387187
41.0,8.0,8.0,2.65261641663e-06,3.83169907398e-07,1.03731150491e-06,0.000106893017488,0.000157052906501,0.000223252303274,2.24450672356e-05,1.65075382743e-06,0.999021718211,0.000462914642799
42.0,6.0,0.0,0.4557029997,0.0505244772906,0.0268251420173,0.000764205453665,0.180065132101,0.0673799373238,0.158479667837,0.00607642389098,0.0470780064415,0.0071040079434
43.0,6.0,4.0,0.000744247569525,2.35630491172e-05,4.58487127516e-05,2.28242724986e-05,0.826662289501,0.00214514211173,0.140096423198,0.00234749215086,0.00656195327407,0.0213502161602
44.0,6.0,4.0,0.000727468414689,2.2490534157e-05,4.42697505171e-05,2.1273610558e-05,0.810670564818,0.00289714925678,0.137945647485,0.00241039161092,0.00632248136594,0.0389382631538
45.0,6.0,0.0,0.451598473481,0.0502963527998,0.0265509789519,0.000765464675598,0.179471157932,0.0715563656737,0.158476320555,0.00600169452779,0.0479233563539,0.00735983504905
46.0,0.0,0.0,0.699041773134,0.0740988877793,0.0367217027351,0.00363189150834,0.0335087036586,0.0160111800449,0.0332760805532,0.00224391768677,0.0998832764126,0.00158258648744
47.0,0.0,0.0,0.69571457566,0.0744167519929,0.036572933209,0.00368738126454,0.0335441565783,0.0162915529905,0.0334100282177,0.00220652360499,0.102667179751,0.00148891673113
48.0,0.0,0.0,0.3184668324,0.136821975556,0.0554249649876,0.0662238062866,0.0212256934724,0.207188477961,0.038190722564,0.000114770073405,0.155101602423,0.00124115427623
49.0,0.0,0.0,0.311962105284,0.134634876969,0.0542264273585,0.065568646114,0.0209119236901,0.217495526422,0.0377498959358,0.000112052497368,0.156067510855,0.0012710348746
50.0,0.0,0.0,0.705315020078,0.0744269943878,0.0372141437662,0.00362023485261,0.033426085355,0.0134206401126,0.0329661420053,0.00225940907229,0.0960302165272,0.00132111384262
51.0,0.0,0.0,0.994891502074,0.000270581693769,0.000125578699146,0.00164494326974,0.000266357699807,0.00114515823558,6.71486967695e-05,8.96514831958e-06,0.000410938434555,0.00116882604807
52.0,0.0,0.0,0.696106226622,0.0738703791991,0.0365064479331,0.00363096678658,0.0336453621759,0.0171096742361,0.033166870756,0.00215415718157,0.102179238723,0.00163067638593
53.0,0.0,0.0,0.465558929155,0.0511942519849,0.0275124395065,0.000765632815956,0.182377877094,0.0572725255337,0.157572563901,0.00597406499027,0.0458340617021,0.00593765331753
54.0,0.0,0.0,0.465558929155,0.0511942519849,0.0275124395065,0.000765632815956,0.182377877094,0.0572725255337,0.157572563901,0.00597406499027,0.0458340617021,0.00593765331753
