inst_index,actual_class,predicted_class,proba_Spare_Time/TV,proba_Grooming,proba_Toileting,proba_Sleeping,proba_Breakfast,proba_Showering,proba_Snack,proba_Lunch,proba_Leaving,proba_Dinner
1.0,0.0,0.0,0.538093150445,0.13383811733,0.0873397641526,0.011752685066,0.0407753425575,0.00381301517539,0.0433023557212,0.0281975493598,0.109387851579,0.00350016861432
2.0,0.0,0.0,0.538804956598,0.133352681876,0.0853606480912,0.0118661722325,0.0396989638053,0.00307064871168,0.0431410256901,0.0279579239423,0.113564762964,0.00318221608891
3.0,0.0,0.0,0.460200101891,0.0892218006355,0.0609385738924,0.0,0.104266681401,0.0159980410448,0.149528189036,0.059548379258,0.0528487683561,0.00744946448546
4.0,0.0,0.0,0.446572624361,0.0878496347173,0.0635661547966,0.0,0.110008883145,0.0299244085872,0.147056685022,0.0593240885555,0.0460436291716,0.00965389164449
5.0,0.0,0.0,0.538130114625,0.133832869836,0.0873317994371,0.0117518613105,0.0407701729845,0.0038169175855,0.0432783056849,0.0281668725244,0.109421154935,0.00349993107657
6.0,0.0,0.0,0.984323881464,0.0156761185358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.539554895627,0.132230692592,0.0814424037359,0.0120824002282,0.0375884093619,0.00198763444371,0.0427841127296,0.027471253889,0.122230920145,0.00262727724862
8.0,6.0,0.0,0.446669003317,0.0878560747075,0.0635664504226,0.0,0.110004224043,0.029968607413,0.146967218705,0.0592462835107,0.0460679039133,0.00965423396843
9.0,6.0,4.0,0.0536103507983,0.0,1.12402276153e-227,0.0,0.549328513383,3.94444928967e-121,0.301786013279,0.062011585957,1.0214573355e-86,0.0332635365829
10.0,6.0,0.0,0.46723180823,0.0896955542222,0.0589452337191,0.0,0.100087496176,0.0105017792762,0.150323222529,0.0593053798025,0.0576740809137,0.00623544513087
11.0,6.0,0.0,0.53818307231,0.133825328932,0.0873203677117,0.0117506786322,0.0407627553045,0.00382252100269,0.0432438313015,0.0281229305458,0.109468924231,0.00349959002808
12.0,0.0,0.0,0.538236933096,0.133817631731,0.0873087157916,0.0117494727649,0.0407551971969,0.00382823516177,0.04320874665,0.0280782488852,0.109517576447,0.00349924227572
13.0,0.0,0.0,0.538277690648,0.133811788441,0.0872998815473,0.0117485582266,0.0407494686237,0.00383256940247,0.0431821823098,0.0280444438211,0.109554438453,0.0034989785268
14.0,0.0,0.0,0.98781606238,0.0121839376202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.538354295363,0.133800762334,0.087283237686,0.0117468345805,0.040738679744,0.00384073963355,0.0431322189552,0.0279809215287,0.109623828766,0.00349848140895
16.0,2.0,2.0,0.0399580788549,0.105142616091,0.824457708886,0.0117725192864,0.0145988014865,0.0,0.0,0.00407027539511,0.0,0.0
17.0,2.0,1.0,0.0217722225302,0.927146439793,0.0451377438138,1.28255095004e-302,0.0,5.10160761189e-267,0.00594359386302,6.11737609423e-129,0.0,0.0
18.0,2.0,0.0,0.53744646803,0.134223421836,0.0892591948831,0.0116285292789,0.0418193113713,0.00477234827261,0.0432491583012,0.0281759640596,0.105579532257,0.0038460717103
